mass_A
t	x	y
0.419	-0.0015915307035331006	-0.018195467450993846
0.43575555555555545	-0.001601249581803993	-0.01819912882620736
0.452511111111111	-0.0016708711546637445	-0.018538855309259555
0.46926666666666644	-0.0014852092982633458	-0.019834581663750878
0.4860222222222219	-0.0025325156114825997	-0.022063786449833395
0.5027777777777773	-0.0038087664942724475	-0.022903496111926908
0.5195333333333328	-0.0033922318919575034	-0.020918523410319106
0.5362888888888884	-0.0025046637518418013	-0.018929478382038206
0.5530444444444438	-0.0017874050354104443	-0.017658186182239605
0.5697999999999993	-0.002050437043949832	-0.016450117064091968
0.5865555555555547	-0.002684434957722942	-0.013497257919439093
0.6033111111111102	-0.0014741348417978695	-0.00993663191641625
0.6200666666666657	-8.215246634950546E-4	-0.006359417187911748
0.6368222222222248	1.0247941161498075E-4	-0.0029860822636651185
0.6535777777777803	0.0011970353004871759	1.8238533205694463E-4
0.6703333333333358	0.00219695961330979	0.0027448368652527866
0.6870888888888876	0.002977551250627486	0.004846976279777704
0.703844444444443	0.003624104089762492	0.006661379147209684
0.7205999999999986	0.004385670505271527	0.008048935818723568
0.737355555555554	0.005355825903352568	0.009042165751175946
0.7541111111111095	0.006219706656729274	0.00985810968419315
0.7708666666666649	0.007385026984634696	0.01044947174635863
0.7876222222222241	0.008124280446611787	0.01050611818468944
0.8043777777777795	0.008362045224992398	0.010152756837196575
0.821133333333335	0.00842238496823322	0.009814984945460126
0.838	0.008831819997104584	0.009707319099245104
0.8547555555555555	0.00899318030100632	0.00939664505519544
0.8715111111111109	0.008991653644368325	0.008909748307520449
0.8882666666666664	0.008784658048607202	0.00824486398141197
0.9050222222222255	0.008222691545610505	0.007338484502037668
0.9217777777777774	0.007696933838843845	0.006230445740343565
0.9385333333333329	0.0072447263648129645	0.005049589556978706
0.9552888888888883	0.006440979497185667	0.0032909472596256983
0.9720444444444438	0.005698227091316593	0.0011821119737847607
0.9887999999999992	0.005257693585024148	-0.0014082106194472088
1.0055555555555546	0.004596646061903603	-0.004133132109757881
1.0223111111111103	0.003746012353571193	-0.0067039485399569
1.0390666666666657	0.003152406929592455	-0.009319482643101812
1.055822222222221	0.002571442309587557	-0.011705254191214653
1.0725777777777803	0.0021402447892317766	-0.013919078752682085
1.0893333333333357	0.001737134344306307	-0.015891015539579417
1.1060888888888913	0.001343662600602591	-0.01779421329362238
1.122844444444443	0.001026567022564484	-0.019464967934466754
1.1395999999999986	0.0010045128677894088	-0.020985510932089863
1.156355555555554	7.945345477778365E-4	-0.022274300241982042
1.1731111111111094	8.380548418522038E-4	-0.0234131381287985
1.189866666666665	9.230569185243453E-4	-0.024394203797603292
1.2066222222222205	9.048806208428462E-4	-0.025430302505529384
1.223377777777776	8.482614646315445E-4	-0.026299322015774812
1.240133333333335	7.177155095306476E-4	-0.02735961704579351
1.2568888888888905	4.2638345147907875E-4	-0.02860226169934496
1.273644444444446	2.12496231168674E-4	-0.03019611886384818
1.2904000000000015	-2.1619248298021532E-5	-0.031759702088989955
1.307155555555557	-1.0625048696288886E-4	-0.033190144752152234
1.3239111111111124	-2.3909666260543694E-4	-0.034741816534728215
1.3406666666666642	-5.290566906916705E-4	-0.03597403000604585
1.3574222222222196	-4.952032472150814E-4	-0.03678605245930536
1.3741777777777753	-4.087331272790984E-4	-0.03709762468580244
1.3909333333333342	-4.255278353751668E-4	-0.03709937306600744
1.4076888888888899	-5.397933515780273E-4	-0.03665243290435069
1.4244444444444453	-7.068219857778169E-4	-0.036074225183450576
1.4412000000000007	-8.960058056321496E-4	-0.034729604426634614
1.4579555555555561	-0.0011924292126239688	-0.03312549732977979
1.4747111111111117	-0.0015774672605654294	-0.03116082064478151
1.4914666666666672	-0.0019070643161399892	-0.02912123246565626
1.5082222222222226	-0.002178802612359698	-0.02725927735263209
1.5249777777777782	-0.0022405673744383403	-0.025906177668495983
1.5417333333333298	-0.0022624190556346235	-0.025134417331486886
1.558488888888889	-0.0022261916046543984	-0.024441975907085273
1.5752444444444444	-0.0021581856081301642	-0.023730107713044263
1.5921111111111095	-0.0020941212298919154	-0.02322879129971747
1.608866666666665	-0.0019699279417008386	-0.022484189573677676
1.6256222222222205	-0.0017765869807752632	-0.02203045517387489
1.642377777777776	-0.0017421556017380435	-0.021437718543121903
1.6591333333333314	-0.001642843179112452	-0.020747741477904952
1.6758888888888905	-0.001624708194694957	-0.019759728353752865
1.692644444444446	-0.001620014921303231	-0.018326614192006457
1.7094000000000014	-0.0015813404767931194	-0.01706461230567427
1.726155555555557	-0.0015177257263952193	-0.015820934949654836
1.7429111111111124	-0.0014557673462670395	-0.014675922234574063
1.7596666666666678	-0.001421791561846547	-0.013602861884658063
1.7764222222222197	-0.0012371633043130603	-0.012702987751029599
1.793177777777775	-9.042747665813644E-4	-0.011583363398925128
1.8099333333333307	-6.182755049983779E-4	-0.010701317040215486
1.8266888888888861	-3.83785915155449E-4	-0.00955629692778684
1.8434444444444453	-1.9305185398213465E-4	-0.008436994977590123
1.8602000000000007	5.4859838812204575E-5	-0.007212164435628693
1.8769555555555562	1.8686271280929367E-4	-0.006086821443154478
1.8937111111111116	4.3945459944266796E-4	-0.005197777462782216
1.9104666666666672	5.95621187355011E-4	-0.004615693775419233
1.9272222222222226	7.264599854140685E-4	-0.004125987682205651
1.943977777777778	8.201486493465415E-4	-0.003614940127877053
1.9607333333333337	6.228281051316453E-4	-0.0029510163367774955
1.977488888888889	5.222470033822979E-4	-0.0022235622140060196
1.9942444444444445	3.950555549749879E-4	-0.0014325934157493336
2.011	3.666001328656854E-4	-8.141172910971495E-4
2.0277555555555553	3.931965568527984E-4	-1.6075968554440934E-4
2.044511111111111	5.943792712597429E-4	5.877300951299957E-4
2.0612666666666666	7.999676767344865E-4	0.0015656342593003136
2.0780222222222218	9.516137619434428E-4	0.002976036516641689
2.0947777777777774	9.928242186988956E-4	0.004271749444953732
2.111533333333333	9.80605241387239E-4	0.005362294762989994
2.1282888888888882	9.547640248949996E-4	0.005996258415618155
2.145044444444444	9.804562135534989E-4	0.006122926912273424
2.161800000000003	9.567649685316149E-4	0.006261822425988606
2.1785555555555582	9.050763756087155E-4	0.00629502388147693
2.1953111111111103	6.200497488116907E-4	0.006151434768051606
2.2120666666666655	2.753861128092505E-4	0.006092949046709789
2.228822222222221	-1.1977086552716898E-4	0.006125903165603103
2.245577777777777	-2.9946465255692445E-4	0.0061674308401594435
2.262333333333332	-2.171622143655738E-4	0.006590474437198707
2.2790888888888876	-1.8472378333497796E-4	0.007008266116012463
2.2958444444444432	-1.5126577507182382E-4	0.0071007223368159955
2.3125999999999984	-1.8414708386962908E-4	0.007175196498355907
2.3293555555555576	-2.3754910543224983E-4	0.007293249570233168
2.3462222222222224	-2.398588883077979E-4	0.0072916913398997085
2.362977777777778	-2.3815881984901033E-4	0.007390410932341884
2.3797333333333337	-1.9142758453882802E-4	0.007561937519580286
2.396488888888889	-1.910778521197476E-4	0.007714185449114008
2.4132444444444445	-1.6924391597955557E-4	0.007717270578962654
2.43	-1.4883085719002986E-4	0.007466906263896372
2.4467555555555554	-1.864924390702627E-4	0.007273984816469459
2.463511111111111	-1.9389177705206317E-4	0.007029390916980516
2.4802666666666666	-2.4174298606779998E-4	0.0065806754298087244
2.497022222222222	-3.431898314690818E-4	0.00648586369309051
2.5137777777777774	-2.733851870334314E-4	0.006573267108685638
2.5305333333333326	-2.996082817889323E-4	0.006650535062625779
2.5472888888888883	-3.229514985412796E-4	0.006968184775114933
2.564044444444444	-1.7672805740692743E-4	0.007327531398133413
2.580799999999999	-1.2577324463702855E-4	0.007275938011354316
2.5975555555555583	-1.6762874402739825E-4	0.007229722250631482
2.614311111111114	-2.392805955755417E-4	0.00737487605067591
2.6310666666666696	-3.4273827296316117E-4	0.007335415165495379
2.647822222222221	-3.2303836884561843E-4	0.007043527328786603
2.664577777777777	-3.2496297708436983E-4	0.006582497230848305
2.681333333333332	-3.1386230722404984E-4	0.00596180301355792
2.6980888888888876	-3.904061840919737E-4	0.005686380672463548
