0.083777778,-5.95E-04,-0.006364179
0.100533333,0.001617397,-0.001632882
0.117288889,0.00347887,0.002830582
0.134044444,0.005325617,0.0075434
0.1508,0.007720152,0.01192827
0.167555556,0.009534151,0.015384525
0.184311111,0.011033758,0.018424885
0.201066667,0.012960353,0.021355619
0.217822222,0.014977705,0.024171125
0.234577778,0.016412886,0.026332265
0.251333333,0.017210517,0.028004615
0.268088889,0.017642064,0.029134949
0.284844444,0.017955755,0.029943439
0.3016,0.017960875,0.030327363
0.318355556,0.017655381,0.030249486
0.335111111,0.016901127,0.029957097
0.351866667,0.015934584,0.02921416
0.368622222,0.014690762,0.028168907
0.385377778,0.013342742,0.026517767
0.402244444,0.011607237,0.0245715
0.419,0.009987489,0.022183407
0.435755556,0.008382698,0.019365655
0.452511111,0.007030827,0.016315586
0.469266667,0.00659266,0.013477492
0.486022222,0.006171676,0.010500221
0.502777778,0.005858,0.007579297
0.519533333,0.005568055,0.004746942
0.536288889,0.005464691,0.001629392
0.553044444,0.005446134,-0.00141692
0.5698,0.005421457,-0.004081206
0.586555556,0.005506733,-0.006698397
0.603311111,0.005689469,-0.009165404
0.620066667,0.005562493,-0.011269143
0.636822222,0.005378382,-0.012964464
0.653577778,0.005371464,-0.014786802
0.670333333,0.005076503,-0.01646131
0.687088889,0.005211113,-0.01798933
0.703844444,0.00503677,-0.019474172
0.7206,0.004433709,-0.020666628
0.737355556,0.003570508,-0.021897174
0.754111111,0.00337817,-0.023082583
0.770866667,0.003303352,-0.024203639
0.787622222,0.003258206,-0.02506704
0.804377778,0.003216121,-0.02587819
0.821133333,0.003244863,-0.026590893
0.837888889,0.003334368,-0.027341622
0.854644444,0.003541584,-0.027663432
0.8714,0.003691374,-0.027872248
0.888155556,0.003807695,-0.028331162
0.904911111,0.003827483,-0.028994301
0.921666667,0.003765714,-0.029737964
0.938422222,0.00371154,-0.030496323
0.955177778,0.003689406,-0.03129957
0.971933333,0.003385061,-0.03138576
0.988688889,0.003458462,-0.03205006
1.005444444,0.003241933,-0.032203046
1.0222,0.003131427,-0.032831583
1.038955556,0.003114135,-0.033222516
1.055711111,0.003225439,-0.033327577
1.072466667,0.003120158,-0.033044845
1.089222222,0.002824064,-0.032926303
1.105977778,0.002446109,-0.032842511
1.122733333,0.001963826,-0.032665278
1.139488889,0.001320752,-0.03222403
1.156355556,9.27E-04,-0.032219809
1.173111111,0.001016887,-0.032189813
1.189866667,7.85E-04,-0.032069861
1.206622222,4.81E-04,-0.031670646
1.223377778,4.68E-04,-0.031179639
1.240133333,5.25E-04,-0.031151913
1.256888889,6.06E-04,-0.031259665
1.273644444,5.25E-04,-0.031115484
1.2904,3.91E-04,-0.030440468
1.307155556,3.35E-04,-0.029765827
1.323911111,2.19E-04,-0.029517039
1.340666667,-1.94E-04,-0.029269085
1.357422222,-4.26E-04,-0.028962871
1.374177778,-4.54E-04,-0.028811127
1.390933333,-4.72E-04,-0.028705325
1.407688889,-7.17E-04,-0.028184377
1.424444444,-7.34E-04,-0.027513971
1.4412,-9.25E-04,-0.026973271
1.457955556,-9.75E-04,-0.026064672
1.474711111,-9.63E-04,-0.025294892
1.491466667,-9.43E-04,-0.024578633
1.508222222,-9.91E-04,-0.023979629
1.524977778,-0.001024832,-0.023497033
1.541733333,-0.001057143,-0.022885917
1.558488889,-0.001022693,-0.022182875
1.575244444,-9.76E-04,-0.022030213
1.592,-0.001006698,-0.021869906
1.608755556,-9.82E-04,-0.021566413
1.625511111,-9.70E-04,-0.021308084
1.642266667,-0.001131477,-0.020775799
1.659022222,-0.001062053,-0.020081962
1.675777778,-0.001172505,-0.019656665
1.692533333,-0.0013091,-0.018983521
1.709288889,-0.001247515,-0.018247388
1.726044444,-0.001173782,-0.017557876
1.7428,-0.001157373,-0.01712197
1.759555556,-0.001164268,-0.016524935
1.776311111,-0.001147784,-0.015908998
1.793066667,-0.001122095,-0.015321551
1.809822222,-0.001103993,-0.014687458
1.826577778,-0.001052552,-0.01412687
1.843333333,-0.001028963,-0.013534574
1.860088889,-9.92E-04,-0.013291128
1.876844444,-9.68E-04,-0.012684375
1.8936,-0.001073952,-0.012145311
1.910466667,-9.75E-04,-0.01160737
1.927222222,-8.95E-04,-0.011039039
1.943977778,-8.85E-04,-0.01068662
1.960733333,-8.54E-04,-0.01028537
1.977488889,-8.14E-04,-0.009997302
1.994244444,-8.16E-04,-0.00950884
2.011,-7.30E-04,-0.008989366
2.027755556,-7.41E-04,-0.008521535
2.044511111,-6.97E-04,-0.007988018
2.061266667,-7.23E-04,-0.007316699
2.078022222,-7.15E-04,-0.00652701
2.094777778,-7.10E-04,-0.006313915
2.111533333,-6.85E-04,-0.005756561
2.128288889,-6.36E-04,-0.005215583
2.145044444,-6.18E-04,-0.004898787
2.1618,-7.07E-04,-0.004750745
2.178555556,-5.54E-04,-0.004739069
2.195311111,-5.33E-04,-0.004709747
2.212066667,-4.69E-04,-0.004684771
2.228822222,-5.15E-04,-0.004078856
2.245577778,-6.19E-04,-0.004007932
2.262333333,-5.37E-04,-0.003346141
2.279088889,-5.18E-04,-0.002920659
2.295844444,-4.90E-04,-0.002450438
2.3126,-4.90E-04,-0.001968678
2.329355556,-5.50E-04,-0.00150216
2.346111111,-5.17E-04,-0.001164316
2.362866667,-4.39E-04,-9.29E-04
2.379622222,-4.92E-04,-8.15E-04
2.396377778,-4.60E-04,-7.69E-04
2.413133333,-4.04E-04,-7.54E-04
2.429888889,-3.79E-04,-7.77E-04
2.446644444,-4.38E-04,-7.86E-04
2.4634,-4.36E-04,-7.05E-04
2.480155556,-3.93E-04,-4.30E-04
2.496911111,-4.48E-04,-1.32E-04
2.513666667,-4.73E-04,-1.66E-05
2.530422222,-1.56E-04,5.79E-04
2.547177778,-1.82E-04,6.95E-04
2.563933333,-7.65E-05,0.001096933
2.580688889,-5.06E-05,0.001361595
2.597444444,1.36E-05,0.001378088
2.6142,6.15E-05,0.001438739
2.630955556,-4.11E-05,0.001470561
2.647711111,-9.68E-05,0.00139029
2.664577778,-3.68E-04,0.001350401
2.681333333,-3.60E-04,0.001106656
2.698088889,-7.64E-04,8.21E-04
2.714844444,-7.34E-04,6.34E-04
2.7316,-4.76E-04,5.05E-04
2.748355556,-5.21E-04,6.06E-04
2.765111111,-4.95E-04,6.66E-04
2.781866667,-5.22E-04,7.30E-04
2.798622222,-4.83E-04,6.41E-04
2.815377778,-4.56E-04,5.74E-04
2.832133333,-4.73E-04,5.98E-04
2.848888889,-4.46E-04,6.04E-04
2.865644444,-4.26E-04,5.81E-04
2.8824,-4.15E-04,5.64E-04
2.899155556,-5.39E-04,3.55E-04
2.915911111,-5.50E-04,2.06E-04
2.932666667,-0.001217387,1.53E-06
2.949422222,-5.91E-04,-1.79E-04
2.966177778,-9.43E-04,-8.21E-04
2.982933333,-0.001021167,-0.001264232
2.999688889,-8.57E-04,-0.001637831
