mass_A
t	x	y
0.0	9.24245498615528E-4	0.001240992641105776
0.008422222222221535	9.407516406294003E-4	0.0012451382776239583
0.016844444444443978	9.425399658464784E-4	0.0011801240382441347
0.025266666666666424	9.508206926954754E-4	9.350485612143467E-4
0.033688888888888865	9.521997477555666E-4	8.096190233026768E-4
0.042111111111110405	9.88806898547856E-4	8.001153228739399E-4
0.05053333333333285	0.0010220892008362958	5.739135591366074E-4
0.058955555555555296	0.0014435600611619193	2.8932459937014432E-5
0.06737777777777773	0.0015434140993912382	-3.709832691003445E-4
0.07579999999999927	9.921945392050713E-4	-7.21938639250741E-4
0.08422222222222171	5.338843699792539E-5	-7.223423822000363E-4
0.09264444444444417	-9.00157965249837E-4	-4.494077511251193E-4
0.10106666666666661	-0.0013828591171365368	3.1813579168965544E-4
0.10948888888888814	-0.001195050270220821	0.0010210926280752597
0.11791111111111059	-6.596448178139425E-4	0.0018653519502688232
0.12633333333333302	-1.5488392468737677E-4	0.0024341494690067744
0.13475555555555546	5.658787390458442E-4	0.0028780548045717613
0.14317777777777793	0.001006792691592484	0.003473064958621652
0.15159999999999946	0.0013123148718107158	0.004484469917066358
0.1600222222222219	0.002361079781457276	0.005101555845083122
0.16844444444444434	0.003243121086035583	0.005738236076548109
0.17686666666666587	0.004302938434831427	0.006598529954745386
0.18528888888888834	0.005471696338695209	0.007899742022673711
0.19371111111111078	0.006715536457688853	0.008992752110105612
0.20213333333333322	0.007638443930491068	0.010064863184959055
0.21055555555555566	0.008630214989058915	0.010586961571493442
0.2189777777777772	0.009385491975433535	0.011007603030059043
0.22739999999999963	0.010177981137466374	0.011609681991284149
0.23582222222222207	0.010791610799814444	0.011822966258883516
0.24424444444444451	0.011773309277406996	0.012074316954921754
0.25266666666666604	0.012238255880734628	0.01249142093526373
0.2610888888888885	0.012841997089561463	0.012936663043764868
0.26962222222222226	0.013162370960019043	0.013342876884021804
0.2780444444444447	0.013466695239497506	0.013862604976058512
0.28646666666666626	0.013239847459846965	0.014135522220804525
0.2948888888888887	0.013143250331829337	0.014526833522718052
0.3033111111111102	0.012974874859710717	0.014780269190330458
0.31173333333333264	0.012878646886813727	0.01512600102059633
0.32015555555555514	0.012440891092620643	0.015275414438267465
0.3285777777777776	0.012296510153402107	0.015496583472855097
0.337	0.011871099493439508	0.01535767684504874
0.34542222222222246	0.011617052287741958	0.015562833141307575
0.3538444444444449	0.011548440154484196	0.015449146773591937
0.3622666666666664	0.011437937012366672	0.015397122503534089
0.37068888888888796	0.011037711123463967	0.014945797479375689
0.3791111111111104	0.010706161947974191	0.014489317432726134
0.38753333333333284	0.010345380273739213	0.014146244181518636
0.3959555555555553	0.009808174279894055	0.013414241537346078
0.4043777777777777	0.009366320376223036	0.012811286745443212
0.41280000000000017	0.009063740818814392	0.012195037274697673
0.4212222222222226	0.00862976653022085	0.011385964039995311
0.42964444444444416	0.00812655828050557	0.01047939184381333
0.4380666666666657	0.007752016777620885	0.009377748726439511
0.44648888888888816	0.007320702145214131	0.008162357995453368
0.4549111111111106	0.007083091687947907	0.007248177832322872
0.46333333333333304	0.006598995036468658	0.006267470439793227
0.4717555555555555	0.006397446627268322	0.005130927654686673
0.4801777777777779	0.006145942924181302	0.004177653358651806
0.48860000000000037	0.00595436877779304	0.003367064067005182
0.4970222222222219	0.005788544962424369	0.0024689153012235066
0.5054444444444435	0.005645167965612152	0.0015843664817467018
0.5138666666666659	0.005484875405673051	7.611024634181507E-4
0.5222888888888884	0.005268342970154605	-1.695310397588079E-4
0.5307111111111108	0.004990792260689603	-0.0010982115341052756
0.5391333333333332	0.004859381243957517	-0.0020674730889959636
0.5475555555555557	0.004569067580808883	-0.0029749998090656815
0.5559777777777781	0.004583617539190954	-0.0037826810765227425
0.5643999999999997	0.004551663392175276	-0.00455815854991537
0.5728222222222211	0.004476985915539355	-0.005271202157500154
0.5812444444444436	0.0045487251471267864	-0.005983094945264833
0.589666666666666	0.004468803715449721	-0.00678241525392731
0.5980888888888886	0.004357999479819463	-0.007456573151092938
0.606511111111111	0.0043982071577448045	-0.008032109486322547
0.6149333333333334	0.004537967311909974	-0.008299073101834531
0.6233555555555559	0.004609789135174458	-0.008611244300980647
0.6317777777777773	0.004633725645851128	-0.008888906898057991
0.6401999999999998	0.004674729588088566	-0.009253496542272754
0.6486222222222213	0.004569442951691927	-0.009728606875981094
0.6570444444444438	0.004527576211118267	-0.010053547735313584
0.6654666666666662	0.00451869438694541	-0.010268524256733524
0.6738888888888886	0.004483008945975642	-0.010595504133807387
0.6823111111111111	0.004417216885406805	-0.01113567262141385
0.6907333333333335	0.004124592561821239	-0.011601668574198698
0.699155555555556	0.0037651643363777465	-0.012177275811093236
0.7075777777777775	0.003376358041643601	-0.012732598826698749
0.7159999999999991	0.003217321922164784	-0.013092383815474729
0.7244222222222215	0.0031562894746794967	-0.013666985982846158
0.732844444444444	0.003169136618819901	-0.014143200275517909
0.7412666666666664	0.0031487168089769924	-0.014629774303370813
0.7496888888888888	0.003262605308595845	-0.015019525347865048
0.7581111111111113	0.003245030033997731	-0.015444041082591786
0.7665333333333337	0.0033117995836569603	-0.016010069544976302
0.7749555555555553	0.003273422714994201	-0.016170044910871817
0.7833777777777768	0.0032023711074647965	-0.016429191008066335
0.7917999999999993	0.0031758657516035016	-0.01674765920326099
0.8002222222222217	0.003078070299913638	-0.016966903220380913
0.8086444444444442	0.002937504244644673	-0.017174677377556624
0.8170666666666666	0.0027551342192602135	-0.017177579624028716
0.825488888888889	0.0025630109884675067	-0.017266114831193058
0.8339111111111115	0.002506099271072537	-0.01725821987175702
0.842333333333333	0.0024336417169001368	-0.017043426721264243
0.8507555555555546	0.0024980581898297327	-0.016788488483755415
0.859177777777777	0.002497996755392251	-0.016755702707910658
0.8675999999999995	0.002502321913464667	-0.016712463596267102
0.8760222222222219	0.0025041400584123186	-0.01666924046083773
0.8844444444444444	0.0025043666025524325	-0.01673918818235809
0.8928666666666668	0.0025106612480537693	-0.016782500170791803
