0.366277778,-0.130822597,-0.006262321
0.399555556,-0.132327047,-0.007117023
0.432855556,-0.133326897,-0.009082031
0.466177778,-0.133751832,-0.012033196
0.499455556,-0.133710058,-0.015764282
0.532755556,-0.132845255,-0.01925161
0.566066667,-0.132157176,-0.02254477
0.599355556,-0.132256556,-0.024687158
0.632655556,-0.133036883,-0.026332844
0.665955556,-0.133396435,-0.027257435
0.699244444,-0.133242355,-0.027796973
0.732555556,-0.132542473,-0.028035644
0.765855556,-0.132093328,-0.028495663
0.799155556,-0.132062084,-0.02941852
0.832466667,-0.13153638,-0.030087792
0.865755556,-0.131507833,-0.030425267
0.899044444,-0.13306791,-0.030381745
0.932344444,-0.133461825,-0.030059976
0.965644444,-0.132705488,-0.03010276
0.998944444,-0.132480664,-0.030327356
1.032244444,-0.132462917,-0.029913806
1.065522222,-0.132519074,-0.029489049
1.098844444,-0.133120133,-0.029478536
1.132133333,-0.133227959,-0.029812567
1.165433333,-0.132786027,-0.030234652
1.198744444,-0.13243662,-0.02973131
1.232055556,-0.132122983,-0.028905127
1.265333333,-0.132407037,-0.028238254
1.298644444,-0.132670571,-0.028267191
1.3319,-0.132332645,-0.029210654
1.3652,-0.131663247,-0.029927877
